Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
cucumber,cucumber/cucumber_1 (green cucumber ovoid)      cucumber/cucumber_1 (green cucumber ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      potato/potato_4 (brown potato ellipsoid)      ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cucumber,potato/potato_4 (brown potato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cube/cube_1 (yellow cube block)      cabbage/cabbage_1 (cabbage purple ellipsoid)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cucumber,cucumber/cucumber_1 (green cucumber ovoid)      banana/banana_1 (yellow banana arch)      cabbage/cabbage_1 (cabbage purple ellipsoid)      potato/potato_4 (brown potato ellipsoid)      ,cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cucumber,cabbage/cabbage_1 (cabbage purple ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cucumber/cucumber_1 (green cucumber ovoid)      potato/potato_4 (brown potato ellipsoid)      ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
cucumber,potato/potato_4 (brown potato ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cucumber/cucumber_1 (green cucumber ovoid)      ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
cucumber,potato/potato_4 (brown potato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cucumber/cucumber_1 (green cucumber ovoid)      cucumber/cucumber_1 (green cucumber ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
cucumber,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,cucumber/cucumber_1 (green cucumber ovoid) cucumber/cucumber_1 (green cucumber ovoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
eggplant,banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      potato/potato_4 (brown potato ellipsoid)      eggplant/eggplant_4 (eggplant purple ovoid)      cube/cube_1 (yellow cube block)      ,eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
eggplant,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
eggplant,banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      potato/potato_4 (brown potato ellipsoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
eggplant,cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      eggplant/eggplant_4 (eggplant purple ovoid)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
eggplant,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
eggplant,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      eggplant/eggplant_4 (eggplant purple ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      cube/cube_1 (yellow cube block)      ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
eggplant,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      eggplant/eggplant_4 (eggplant purple ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
eggplant,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      eggplant/eggplant_4 (eggplant purple ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      cube/cube_1 (yellow cube block)      ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
eggplant,cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      eggplant/eggplant_4 (eggplant purple ovoid)      potato/potato_4 (brown potato ellipsoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
eggplant,banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      eggplant/eggplant_4 (eggplant purple ovoid)      eggplant/eggplant_4 (eggplant purple ovoid)      ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,eggplant/eggplant_4 (eggplant purple ovoid) eggplant/eggplant_4 (eggplant purple ovoid) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
orange,carrot/carrot_1 (carrot orange long-cone)      orange/orange_1 (orange ellipsoid)      banana/banana_1 (yellow banana arch)      ,carrot/carrot_1 (carrot orange long-cone) orange/orange_1 (orange ellipsoid) carrot/carrot_1 (carrot orange long-cone) ,orange/orange_1 (orange ellipsoid) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
orange,cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      cuboid/cuboid_1 (yellow cuboid block)      banana/banana_1 (yellow banana arch)      ,carrot/carrot_1 (carrot orange long-cone) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
orange,arch/arch_3 (green arch block)      cuboid/cuboid_1 (yellow cuboid block)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      ,carrot/carrot_1 (carrot orange long-cone) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
orange,carrot/carrot_1 (carrot orange long-cone)      cube/cube_1 (yellow cube block)      orange/orange_1 (orange ellipsoid)      banana/banana_1 (yellow banana arch)      ,carrot/carrot_1 (carrot orange long-cone) orange/orange_1 (orange ellipsoid) ,orange/orange_1 (orange ellipsoid) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
orange,cucumber/cucumber_1 (green cucumber ovoid)      arch/arch_3 (green arch block)      cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      banana/banana_1 (yellow banana arch)      cuboid/cuboid_1 (yellow cuboid block)      ,carrot/carrot_1 (carrot orange long-cone) ,carrot/carrot_1 (carrot orange long-cone) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,arch/arch_3 (green arch block)      cucumber/cucumber_1 (green cucumber ovoid)      carrot/carrot_1 (carrot orange long-cone)      cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      cuboid/cuboid_1 (yellow cuboid block)      ,carrot/carrot_1 (carrot orange long-cone) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
orange,arch/arch_3 (green arch block)      cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      orange/orange_1 (orange ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      carrot/carrot_1 (carrot orange long-cone)      ,carrot/carrot_1 (carrot orange long-cone) orange/orange_1 (orange ellipsoid) ,carrot/carrot_1 (carrot orange long-cone) orange/orange_1 (orange ellipsoid) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
orange,arch/arch_3 (green arch block)      carrot/carrot_1 (carrot orange long-cone)      cube/cube_1 (yellow cube block)      cuboid/cuboid_1 (yellow cuboid block)      orange/orange_1 (orange ellipsoid)      banana/banana_1 (yellow banana arch)      ,carrot/carrot_1 (carrot orange long-cone) orange/orange_1 (orange ellipsoid) ,orange/orange_1 (orange ellipsoid) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
orange,orange/orange_1 (orange ellipsoid)      cube/cube_1 (yellow cube block)      carrot/carrot_1 (carrot orange long-cone)      carrot/carrot_1 (carrot orange long-cone)      banana/banana_1 (yellow banana arch)      ,carrot/carrot_1 (carrot orange long-cone) orange/orange_1 (orange ellipsoid) carrot/carrot_1 (carrot orange long-cone) ,,0.0,2.0,0.0,3.0,0.4,0.0,0.0,0.0
orange,banana/banana_1 (yellow banana arch)      carrot/carrot_1 (carrot orange long-cone)      carrot/carrot_1 (carrot orange long-cone)      orange/orange_1 (orange ellipsoid)      ,carrot/carrot_1 (carrot orange long-cone) orange/orange_1 (orange ellipsoid) carrot/carrot_1 (carrot orange long-cone) ,orange/orange_1 (orange ellipsoid) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
 ,,,,,,,,,,,
triangle,potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      banana/banana_1 (yellow banana arch)      triangle/triangle_3 (green triangle block)      lime/lime_4 (green lime ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
triangle,potato/potato_4 (brown potato ellipsoid)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      banana/banana_1 (yellow banana arch)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,potato/potato_4 (brown potato ellipsoid)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      banana/banana_1 (yellow banana arch)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      potato/potato_4 (brown potato ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,triangle/triangle_3 (green triangle block)      potato/potato_4 (brown potato ellipsoid)      triangle/triangle_3 (green triangle block)      banana/banana_1 (yellow banana arch)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,triangle/triangle_3 (green triangle block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,banana/banana_1 (yellow banana arch)      triangle/triangle_3 (green triangle block)      lime/lime_4 (green lime ellipsoid)      potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
triangle,triangle/triangle_3 (green triangle block)      tomato/tomato_3 (red tomato ellipsoid)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      lime/lime_4 (green lime ellipsoid)      triangle/triangle_3 (green triangle block)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
triangle,triangle/triangle_3 (green triangle block)      triangle/triangle_3 (green triangle block)      potato/potato_4 (brown potato ellipsoid)      ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,triangle/triangle_3 (green triangle block) triangle/triangle_3 (green triangle block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
 ,,,,,,,,,,,
cabbage,cabbage/cabbage_1 (cabbage purple ellipsoid)      potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cabbage,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cabbage/cabbage_1 (cabbage purple ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
cabbage,potato/potato_4 (brown potato ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      cube/cube_1 (yellow cube block)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
cabbage,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      cucumber/cucumber_1 (green cucumber ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
cabbage,cube/cube_1 (yellow cube block)      cucumber/cucumber_1 (green cucumber ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cabbage,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cabbage/cabbage_1 (cabbage purple ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
cabbage,potato/potato_4 (brown potato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cube/cube_1 (yellow cube block)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
cabbage,cabbage/cabbage_1 (cabbage purple ellipsoid)      cube/cube_1 (yellow cube block)      cabbage/cabbage_1 (cabbage purple ellipsoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      potato/potato_4 (brown potato ellipsoid)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
cabbage,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      cabbage/cabbage_1 (cabbage purple ellipsoid)      banana/banana_1 (yellow banana arch)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) cabbage/cabbage_1 (cabbage purple ellipsoid) ,,0.0,2.0,0.0,3.0,0.4,0.0,0.0,0.0
cabbage,cube/cube_1 (yellow cube block)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      cabbage/cabbage_1 (cabbage purple ellipsoid)      ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,cabbage/cabbage_1 (cabbage purple ellipsoid) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
arch,tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,,0.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0
arch,arch/arch_3 (green arch block)      cucumber/cucumber_1 (green cucumber ovoid)      carrot/carrot_1 (carrot orange long-cone)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      ,arch/arch_3 (green arch block) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
arch,banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      arch/arch_3 (green arch block)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
arch,carrot/carrot_1 (carrot orange long-cone)      arch/arch_3 (green arch block)      tomato/tomato_3 (red tomato ellipsoid)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      ,arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,potato/potato_4 (brown potato ellipsoid)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,,0.0,1.0,0.0,2.0,0.333333333333,0.0,0.0,0.0
arch,arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,,0.0,3.0,0.0,2.0,0.6,0.0,0.0,0.0
arch,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      ,arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,potato/potato_4 (brown potato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_1 (carrot orange long-cone)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      ,arch/arch_3 (green arch block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
arch,potato/potato_4 (brown potato ellipsoid)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
 ,,,,,,,,,,,
banana,cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      banana/banana_1 (yellow banana arch)      ,banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) ,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
banana,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cylinder/cylinder_1 (yellow cylinder block)      cube/cube_1 (yellow cube block)      cuboid/cuboid_1 (yellow cuboid block)      ,banana/banana_1 (yellow banana arch) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
banana,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      ,banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) ,,0.0,1.0,0.0,3.0,0.25,0.0,0.0,0.0
banana,potato/potato_4 (brown potato ellipsoid)      cube/cube_1 (yellow cube block)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      cuboid/cuboid_1 (yellow cuboid block)      cylinder/cylinder_1 (yellow cylinder block)      ,banana/banana_1 (yellow banana arch) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
banana,cube/cube_1 (yellow cube block)      cylinder/cylinder_1 (yellow cylinder block)      potato/potato_4 (brown potato ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      banana/banana_1 (yellow banana arch)      ,banana/banana_1 (yellow banana arch) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
banana,cube/cube_1 (yellow cube block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      ,banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) ,,0.0,2.0,0.0,3.0,0.4,0.0,0.0,0.0
banana,cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      ,banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) ,,0.0,1.0,0.0,3.0,0.25,0.0,0.0,0.0
banana,potato/potato_4 (brown potato ellipsoid)      cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      banana/banana_1 (yellow banana arch)      ,banana/banana_1 (yellow banana arch) banana/banana_1 (yellow banana arch) ,,0.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0
banana,cube/cube_1 (yellow cube block)      arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cylinder/cylinder_1 (yellow cylinder block)      cuboid/cuboid_1 (yellow cuboid block)      ,banana/banana_1 (yellow banana arch) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
banana,cylinder/cylinder_1 (yellow cylinder block)      banana/banana_1 (yellow banana arch)      cube/cube_1 (yellow cube block)      cuboid/cuboid_1 (yellow cuboid block)      potato/potato_4 (brown potato ellipsoid)      ,banana/banana_1 (yellow banana arch) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
 ,,,,,,,,,,,
lime,banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      potato/potato_4 (brown potato ellipsoid)      lime/lime_4 (green lime ellipsoid)      cube/cube_1 (yellow cube block)      ,lime/lime_4 (green lime ellipsoid) ,cube/cube_1 (yellow cube block) lime/lime_4 (green lime ellipsoid) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
