Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
square,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_1 (yellow cube block)      cube/cube_1 (yellow cube block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,cube/cube_1 (yellow cube block) cube/cube_1 (yellow cube block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
circle,semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      potato/potato_4 (brown potato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,1.0,0.0,3.0,0.25,0.0,0.0,0.0
circle,semicylinder/semicylinder_3 (yellow semicylinder block)      banana/banana_1 (yellow banana arch)      semicylinder/semicylinder_3 (yellow semicylinder block)      potato/potato_4 (brown potato ellipsoid)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0
circle,banana/banana_1 (yellow banana arch)      semicylinder/semicylinder_3 (yellow semicylinder block)      potato/potato_4 (brown potato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,2.0,0.0,3.0,0.4,0.0,0.0,0.0
circle,tomato/tomato_3 (red tomato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,3.0,0.0,2.0,0.6,0.0,0.0,0.0
circle,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      semicylinder/semicylinder_3 (yellow semicylinder block)      tomato/tomato_3 (red tomato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,2.0,0.0,3.0,0.4,0.0,0.0,0.0
circle,cucumber/cucumber_1 (green cucumber ovoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_4 (green lime ellipsoid)      ,semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
circle,semicylinder/semicylinder_3 (yellow semicylinder block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
circle,tomato/tomato_3 (red tomato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      ,semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
circle,semicylinder/semicylinder_3 (yellow semicylinder block)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      potato/potato_4 (brown potato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,3.0,0.0,2.0,0.6,0.0,0.0,0.0
circle,cucumber/cucumber_1 (green cucumber ovoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_4 (green lime ellipsoid)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      ,semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
 ,,,,,,,,,,,
arch,arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,cucumber/cucumber_1 (green cucumber ovoid)      arch/arch_3 (green arch block)      arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,potato/potato_4 (brown potato ellipsoid)      arch/arch_3 (green arch block)      arch/arch_3 (green arch block)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
arch,banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      arch/arch_3 (green arch block)      arch/arch_3 (green arch block)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cucumber/cucumber_1 (green cucumber ovoid)      arch/arch_3 (green arch block)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,potato/potato_4 (brown potato ellipsoid)      arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      potato/potato_4 (brown potato ellipsoid)      ,arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,potato/potato_4 (brown potato ellipsoid)      arch/arch_3 (green arch block)      tomato/tomato_3 (red tomato ellipsoid)      banana/banana_1 (yellow banana arch)      arch/arch_3 (green arch block)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,arch/arch_3 (green arch block)      banana/banana_1 (yellow banana arch)      potato/potato_4 (brown potato ellipsoid)      arch/arch_3 (green arch block)      ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,arch/arch_3 (green arch block) arch/arch_3 (green arch block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
rectangle,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      ,cuboid/cuboid_1 (yellow cuboid block) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
rectangle,cuboid/cuboid_1 (yellow cuboid block)      cuboid/cuboid_1 (yellow cuboid block)      potato/potato_4 (brown potato ellipsoid)      ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) ,cuboid/cuboid_1 (yellow cuboid block) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
rectangle,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      ,cuboid/cuboid_1 (yellow cuboid block) ,banana/banana_1 (yellow banana arch) ,0.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0
rectangle,potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      lime/lime_4 (green lime ellipsoid)      banana/banana_1 (yellow banana arch)      cuboid/cuboid_1 (yellow cuboid block)      cuboid/cuboid_1 (yellow cuboid block)      ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) ,cuboid/cuboid_1 (yellow cuboid block) banana/banana_1 (yellow banana arch) ,1.0,3.0,1.0,1.0,0.666666666667,0.5,0.5,0.5
rectangle,potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      banana/banana_1 (yellow banana arch)      lime/lime_4 (green lime ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      ,cuboid/cuboid_1 (yellow cuboid block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
rectangle,potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      cuboid/cuboid_1 (yellow cuboid block)      cuboid/cuboid_1 (yellow cuboid block)      ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
rectangle,cuboid/cuboid_1 (yellow cuboid block)      banana/banana_1 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      potato/potato_4 (brown potato ellipsoid)      ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) ,banana/banana_1 (yellow banana arch) ,0.0,1.0,1.0,2.0,0.25,0.0,0.0,0.0
rectangle,cuboid/cuboid_1 (yellow cuboid block)      cuboid/cuboid_1 (yellow cuboid block)      potato/potato_4 (brown potato ellipsoid)      banana/banana_1 (yellow banana arch)      ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) banana/banana_1 (yellow banana arch) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
rectangle,potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_1 (green cucumber ovoid)      banana/banana_1 (yellow banana arch)      lime/lime_4 (green lime ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      ,cuboid/cuboid_1 (yellow cuboid block) ,banana/banana_1 (yellow banana arch) ,0.0,4.0,1.0,1.0,0.666666666667,0.0,0.0,0.0
rectangle,banana/banana_1 (yellow banana arch)      cuboid/cuboid_1 (yellow cuboid block)      potato/potato_4 (brown potato ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_1 (yellow cuboid block)      cuboid/cuboid_1 (yellow cuboid block)      ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) ,cuboid/cuboid_1 (yellow cuboid block) cuboid/cuboid_1 (yellow cuboid block) ,2.0,3.0,0.0,1.0,0.833333333333,1.0,0.666666666667,0.8
